Index,Customer Id,First Name,Last Name,Company,City,Country,Phone,Email,Subscription Date,Website,Notes
44,6a0f53e50af3e4c,Yukihiro,Tang,"Umbrella, Dynamic and Pied",Bratislava,Slovakia,234-727-7247,yukihiro.tang@massive.org,2024-02-24,https://www.tang-globex.io/,
45,90eb462a1c05af6,Barbara,Rossum,Cyberdyne Works,Sevilla,Spain,528-182-5584x661,barbara.rossum@oceanic.org,2020-09-16,https://www.rossum-soylent.com/,
46,7cb294d6a880ce5,Linus,Hamilton,Gringotts Group,Tallinn,Estonia,145-238-9208,linus.hamilton@sirius.io,2019-10-08,https://www.hamilton-vandelay.net/,
47,e799402a1dc610e,Margaret,Matsumoto,Gringotts Partners,Paris,France,812-957-7429,margaret.matsumoto@umbrella.org,2020-06-16,https://www.matsumoto-dynamic.biz/,
48,59f510316a75215,James,Wall,Aperture Labs,Tallinn,Estonia,332-901-5695x428,james.wall@piper.com,2020-07-30,https://www.wall-aperture.biz/,
49,893a4e8defa622a,Hedy,Hejlsberg,Stark Labs,Lima,Peru,672-511-7803,hedy.hejlsberg@vandelay.biz,2022-01-12,https://www.hejlsberg-massive.com/,
50,e97a877b0483955,Hedy,Lovelace,Wonka Group,København,Denmark,851-151-6547,hedy.lovelace@northwind.net,2019-10-16,https://www.lovelace-piper.org/,
51,131eb2bb4dae376,Guido,Gosling,Piper & Soylent,Paris,France,826-798-3424x27,guido.gosling@cyberdyne.net,2024-01-20,https://www.gosling-gringotts.org/,
52,33db6b13752ff0d,Grace,Lamarr,Tyrell Holdings,Montréal,Canada,678-894-4270,grace.lamarr@stark.org,2022-08-05,https://www.lamarr-soylent.biz/,
53,755ac254d974a49,Grace,Lamarr,Umbrella Group,Tallinn,Estonia,606-997-4854,grace.lamarr@stark.io,2023-08-01,https://www.lamarr-oceanic.biz/,
54,dc3fc89f55f2a61,Frances,Stroustrup,"Stark, Acme and Oceanic",Montréal,Canada,177-544-1707x884,frances.stroustrup@soylent.io,2023-01-20,https://www.stroustrup-aperture.org/,
55,c1c2f954895b6bc,Annie,Hamilton,Cyberdyne Systems,Łódź,Poland,784-535-3345,annie.hamilton@stark.io,2023-09-15,https://www.hamilton-stark.net/,
56,011d6af157396dd,Yukihiro,Eich,Tyrell & Soylent,Åbo,Finland,996-366-1523,yukihiro.eich@northwind.io,2020-01-21,https://www.eich-vandelay.org/,
57,e364ae7ebb24d58,Ida,Hopper,Dynamic Group,東京,Japan,901-693-3236x897,ida.hopper@northwind.com,2021-04-17,https://www.hopper-oceanic.biz/,
58,c0333c71da087bc,Yukihiro,Keller,"Piper, Inc.",Łódź,Poland,289-522-4656,yukihiro.keller@hooli.org,2019-09-07,https://www.keller-sirius.io/,
59,36f420a2c0c6a96,Katherine,Torvalds,Soylent Partners,Porto,Portugal,818-291-4904,katherine.torvalds@oceanic.net,2022-03-28,https://www.torvalds-aperture.io/,
60,d694d053f47a512,Mary,Gosling,Soylent Holdings,Montréal,Canada,508-800-9702x959,mary.gosling@acme.biz,2021-02-12,https://www.gosling-tyrell.net/,
61,be8e513808506b5,Guido,Hopper,Northwind & Northwind,Zürich,Switzerland,119-617-1229,guido.hopper@aperture.io,2020-05-25,https://www.hopper-oceanic.com/,
62,56c1ddacefb0cee,Barbara,Tang,Massive Holdings,Tallinn,Estonia,103-545-1049,barbara.tang@tyrell.biz,2023-09-04,https://www.tang-wayne.io/,
63,50bbd886b24dc5a,Sophie,Allen,"Wonka, Inc.",Zürich,Switzerland,358-185-3908x280,sophie.allen@massive.io,2020-02-11,https://www.allen-initech.biz/,
64,c194125b96f1619,Brendan,Keller,Dynamic Group,Tallinn,Estonia,851-572-7823,brendan.keller@vandelay.com,2020-12-14,https://www.keller-initech.biz/,
65,b0635971fd4e6b5,Larry,Hopper,"Vandelay, Globex and Initech",Paris,France,554-615-8627,larry.hopper@vandelay.biz,2022-08-14,https://www.hopper-pied.io/,
66,f24e3e2eb795769,Ada,Gosling,"Globex, Cyberdyne and Gringotts",Malmö,Sweden,327-862-4637x439,ada.gosling@vandelay.com,2019-03-06,https://www.gosling-pied.net/,
67,749b204a68f0ee4,Frances,Johnson,Pied Labs,Zürich,Switzerland,536-352-8011,frances.johnson@hooli.com,2022-09-06,https://www.johnson-hooli.org/,
68,4bf1f9f6fab99b6,Hedy,Johnson,Piper & Vandelay,Москва,Russia,197-495-1105,hedy.johnson@sirius.org,2020-08-25,https://www.johnson-cyberdyne.io/,
69,f485033c43276d5,Brendan,Eich,Globex Labs,Wien,Austria,333-325-3918x426,brendan.eich@hooli.com,2022-03-26,https://www.eich-cyberdyne.com/,
70,58fb89855b0ea61,Barbara,Thompson,Aperture Systems,Åbo,Finland,728-861-7174,barbara.thompson@cyberdyne.com,2022-09-23,https://www.thompson-piper.biz/,
71,19a92717161d095,Yukihiro,Lamarr,"Aperture, Stark and Piper",Nairobi,Kenya,562-966-9479,yukihiro.lamarr@stark.biz,2020-03-18,https://www.lamarr-piper.net/,
72,a573d9f006869e1,Linus,Hamilton,Cyberdyne & Aperture,Montréal,Canada,983-977-7633x314,linus.hamilton@aperture.biz,2019-07-18,https://www.hamilton-oceanic.io/,
73,e95d899c5cecbba,Rasmus,Lovelace,Pied Holdings,Lima,Peru,852-590-7792,rasmus.lovelace@pied.net,2022-03-04,https://www.lovelace-northwind.io/,
74,df075c03b4c8d87,Hedy,Rossum,"Initech, Inc.",Tallinn,Estonia,310-489-6383,hedy.rossum@wonka.io,2022-10-01,https://www.rossum-tyrell.net/,
75,6e3cc80ea02d527,Linus,Stroustrup,Tyrell Group,København,Denmark,899-932-2071x42,linus.stroustrup@tyrell.com,2022-11-13,https://www.stroustrup-oceanic.biz/,
76,5842e09e02389b4,Ada,Tang,Pied Systems,Montréal,Canada,646-465-6203,ada.tang@aperture.biz,2020-06-21,https://www.tang-dynamic.biz/,
77,6dfebb57e645eef,Radia,Ritchie,Globex Group,Porto,Portugal,467-583-3717,radia.ritchie@vandelay.net,2023-04-11,https://www.ritchie-sirius.biz/,
78,33797038f9e62f6,Frances,Thompson,Cyberdyne Holdings,Porto,Portugal,524-152-1123x286,frances.thompson@cyberdyne.org,2022-03-13,https://www.thompson-northwind.net/,
79,02c767b91ca804f,Audrey,Wilson,"Northwind, Cyberdyne and Vandelay",København,Denmark,685-395-6481,audrey.wilson@tyrell.net,2023-07-22,https://www.wilson-gringotts.biz/,
80,909e747f7731fe2,Frances,Allen,Massive Group,東京,Japan,769-616-8001,frances.allen@sirius.net,2019-09-08,https://www.allen-soylent.net/,
81,a4aa196b714d601,Radia,Eich,Stark & Soylent,Zürich,Switzerland,254-720-1765x284,radia.eich@northwind.com,2019-04-05,https://www.eich-pied.net/,
82,df4c006c23f9199,Larry,Stroustrup,Gringotts Labs,Москва,Russia,344-828-2490,larry.stroustrup@pied.org,2023-04-29,https://www.stroustrup-wayne.org/,
83,989dff7b86e4faf,Radia,Hejlsberg,"Acme, Soylent and Umbrella",Bratislava,Slovakia,407-428-1765,radia.hejlsberg@stark.io,2023-11-11,https://www.hejlsberg-hooli.org/,
84,3917d0368f12fff,Rasmus,Lerdorf,Dynamic Partners,København,Denmark,693-194-1031x919,rasmus.lerdorf@piper.org,2023-01-31,https://www.lerdorf-stark.org/,
85,e7da0756d00358b,Ida,Rhodes,Umbrella Partners,Lima,Peru,792-720-1702,ida.rhodes@initech.biz,2019-05-07,https://www.rhodes-wonka.com/,
86,b034d0d2e924991,Sophie,Stroustrup,Stark Labs,Łódź,Poland,321-758-6719,sophie.stroustrup@sirius.io,2019-12-09,https://www.stroustrup-acme.io/,
87,3dc41641bd66d27,Brendan,Matsumoto,"Gringotts, Northwind and Cyberdyne",Paris,France,981-724-4424x812,brendan.matsumoto@cyberdyne.org,2020-11-02,https://www.matsumoto-hooli.io/,
88,7f1806f1fc82cf7,Audrey,Keller,"Gringotts, Tyrell and Vandelay",Sevilla,Spain,283-160-8622,audrey.keller@acme.org,2020-01-16,https://www.keller-tyrell.org/,
89,fdcbace41131699,Brendan,Perlman,"Acme, Umbrella and Massive",Wien,Austria,838-969-8127,brendan.perlman@umbrella.biz,2019-12-17,https://www.perlman-gringotts.com/,
90,2a8b73fb447370c,Mary,Matsumoto,"Gringotts, Inc.",Sevilla,Spain,655-530-9378x3,mary.matsumoto@pied.biz,2020-04-05,https://www.matsumoto-soylent.biz/,
91,8af57c8ef8289d2,Margaret,Rhodes,Tyrell Partners,København,Denmark,365-135-6908,margaret.rhodes@massive.io,2021-01-05,https://www.rhodes-tyrell.net/,
92,74164f3a7b7c464,Grace,Allen,Umbrella Holdings,Kraków,Poland,169-186-5838,grace.allen@umbrella.net,2021-08-30,https://www.allen-soylent.com/,
93,0ee4b829668390a,Rasmus,Wall,Wonka Group,Wien,Austria,359-429-8957x901,rasmus.wall@soylent.net,2020-05-31,https://www.wall-wonka.org/,
94,09d9da0f8d6f516,Ida,Hopper,Piper Works,Tallinn,Estonia,285-577-5528,ida.hopper@cyberdyne.io,2020-02-22,https://www.hopper-initech.com/,
95,79fec8bf201387d,Yukihiro,Thompson,Wonka Partners,Åbo,Finland,251-622-4381,yukihiro.thompson@acme.com,2023-08-17,https://www.thompson-globex.biz/,
96,6b64014b67b5859,Bjarne,Tang,Dynamic Group,Montréal,Canada,825-810-4834x470,bjarne.tang@initech.net,2023-07-21,https://www.tang-dynamic.com/,
97,3d9d84a3afd08fe,Frances,Wall,"Pied, Tyrell and Acme",København,Denmark,117-996-6387,frances.wall@umbrella.org,2021-02-03,https://www.wall-sirius.net/,VIP
98,4c64322f182b36e,Ada,Hejlsberg,Soylent Group,Bratislava,Slovakia,825-413-9205,ada.hejlsberg@gringotts.biz,2020-04-17,https://www.hejlsberg-piper.io/,
99,7ff0fd0b9cac523,Yukihiro,Eich,Gringotts Works,København,Denmark,417-909-9816x409,yukihiro.eich@cyberdyne.io,2021-08-30,https://www.eich-pied.org/,
100,7d8f80bb6f29e5f,Anders,Ritchie,"Wayne, Inc.",Москва,Russia,985-161-1503,anders.ritchie@acme.io,2021-11-09,https://www.ritchie-pied.net/,
101,a58edb27c2d2e34,Margaret,Lovelace,"Vandelay, Wayne and Acme",Reykjavík,Iceland,674-874-7982,margaret.lovelace@umbrella.biz,2020-12-01,https://www.lovelace-pied.com/,
102,a207521f210e4e0,Guido,Eich,Oceanic Partners,Wien,Austria,478-842-1488x811,guido.eich@oceanic.org,2021-12-19,https://www.eich-vandelay.org/,
103,354183aeafb9b8e,Sophie,Hejlsberg,Cyberdyne Holdings,Amsterdam,Netherlands,903-374-4035,sophie.hejlsberg@cyberdyne.net,2022-06-19,https://www.hejlsberg-hooli.net/,
104,502b0809357b494,Bjarne,Keller,"Cyberdyne, Dynamic and Globex",Kraków,Poland,854-220-9301,bjarne.keller@vandelay.biz,2024-05-22,https://www.keller-umbrella.net/,
105,d5d17c1a5dc1db8,Anders,Hamilton,Aperture Group,Tallinn,Estonia,546-403-6683x505,anders.hamilton@vandelay.net,2022-03-10,https://www.hamilton-globex.com/,
106,d77a130ce48a61c,Dennis,Liskov,Piper Partners,Genève,Switzerland,527-312-2263,dennis.liskov@wayne.biz,2021-02-07,https://www.liskov-cyberdyne.net/,
107,2c088281ea9366c,James,Eich,"Aperture, Inc.",Bratislava,Slovakia,445-872-8954,james.eich@initech.net,2021-09-16,https://www.eich-sirius.org/,
108,e9e0074b18be77f,Dennis,Wall,Umbrella Partners,Porto,Portugal,870-169-2943x668,dennis.wall@pied.net,2022-08-19,https://www.wall-globex.io/,
109,0b4b9c3e06707a8,Bjarne,Ritchie,"Soylent, Vandelay and Wonka",Lima,Peru,148-904-5135,bjarne.ritchie@wonka.com,2023-09-29,https://www.ritchie-pied.io/,
110,2b9a3c5b054cdc0,Radia,Lovelace,"Sirius, Piper and Vandelay",Kraków,Poland,391-555-2070,radia.lovelace@pied.net,2021-10-29,https://www.lovelace-cyberdyne.io/,
111,8ad305131f4cae4,Anders,Allen,"Massive, Soylent and Pied",Москва,Russia,129-366-9894x533,anders.allen@stark.io,2022-09-01,https://www.allen-sirius.net/,
112,b3491558c211685,Ida,Hejlsberg,Acme Holdings,Kraków,Poland,144-211-9074,ida.hejlsberg@vandelay.biz,2020-07-31,https://www.hejlsberg-wonka.org/,
113,0ec4c51be1eba67,James,Thompson,Hooli Holdings,Montréal,Canada,417-981-5373,james.thompson@globex.net,2021-11-07,https://www.thompson-pied.biz/,
114,810eb89b3dcced0,Grace,Gosling,Aperture Labs,Porto,Portugal,645-614-2759x296,grace.gosling@piper.biz,2019-12-11,https://www.gosling-stark.biz/,
115,a144016b884604a,Grace,Lamarr,"Stark, Aperture and Piper",Reykjavík,Iceland,303-141-6562,grace.lamarr@acme.com,2020-01-02,https://www.lamarr-sirius.net/,
116,ff3da13f1a31f2a,Grace,Matsumoto,Wayne Group,Lima,Peru,559-282-1199,grace.matsumoto@wonka.io,2023-02-13,https://www.matsumoto-northwind.org/,
117,fec7068e017ac42,Barbara,Rhodes,Soylent Partners,Bratislava,Slovakia,924-793-9719x319,barbara.rhodes@soylent.io,2022-08-09,https://www.rhodes-pied.org/,
118,0fa8354ef7889fb,Frances,Torvalds,Vandelay Systems,Malmö,Sweden,313-712-6188,frances.torvalds@vandelay.io,2021-12-12,https://www.torvalds-stark.org/,
119,7e1c9571c0c8207,Frances,Thompson,"Globex, Cyberdyne and Pied",Łódź,Poland,788-803-7644,frances.thompson@oceanic.org,2020-07-11,https://www.thompson-gringotts.io/,
120,6d14bebf0aeedb5,Ada,Allen,Globex Holdings,Porto,Portugal,280-161-3336x193,ada.allen@northwind.com,2020-12-26,https://www.allen-acme.org/,
121,f440b9bda80574b,Dennis,Ritchie,"Dynamic, Inc.",Åbo,Finland,620-167-3260,dennis.ritchie@initech.io,2023-10-25,https://www.ritchie-umbrella.biz/,
122,b6c2a08c133c207,Guido,Wilson,"Globex, Inc.",Paris,France,794-313-2643,guido.wilson@tyrell.net,2024-01-23,https://www.wilson-pied.net/,
123,a2ada7dd4aabe27,Rasmus,Lerdorf,"Massive, Cyberdyne and Acme",Lima,Peru,262-257-5144x95,rasmus.lerdorf@initech.org,2021-05-04,https://www.lerdorf-aperture.io/,
124,d058ec298c8e3b3,Radia,Perlman,"Northwind, Globex and Umbrella",Porto,Portugal,929-240-1125,radia.perlman@hooli.org,2019-11-17,https://www.perlman-soylent.biz/,
125,ee6fd6a1dfd97c6,Bjarne,Torvalds,"Massive, Umbrella and Aperture",Paris,France,422-821-8594,bjarne.torvalds@initech.io,2021-11-11,https://www.torvalds-tyrell.org/,
126,52084c2bda157ea,Ken,Rossum,Dynamic Partners,Amsterdam,Netherlands,383-471-9307x772,ken.rossum@sirius.io,2019-05-16,https://www.rossum-gringotts.io/,
127,52ce0ce78daead5,Margaret,Rossum,Massive Group,Sevilla,Spain,994-145-1286,margaret.rossum@sirius.com,2023-09-11,https://www.rossum-initech.net/,
128,7c2cac55ea8916e,Guido,Johnson,Cyberdyne Group,Genève,Switzerland,115-459-2246,guido.johnson@acme.org,2020-01-13,https://www.johnson-gringotts.net/,
129,72331d1ee07b04b,Ken,Stroustrup,"Globex, Initech and Wayne",Reykjavík,Iceland,380-518-8767x608,ken.stroustrup@cyberdyne.biz,2023-02-24,https://www.stroustrup-tyrell.org/,
130,ea7a5a3df127f55,Audrey,Liskov,Initech Labs,Lima,Peru,109-965-1028,audrey.liskov@globex.com,2021-12-13,https://www.liskov-tyrell.biz/,
131,861157bfa89362b,Linus,Liskov,"Globex, Wayne and Globex",Tallinn,Estonia,491-905-7439,linus.liskov@gringotts.io,2020-07-14,https://www.liskov-tyrell.org/,
132,d324acbb2fe1a1e,Anders,Rhodes,Vandelay & Cyberdyne,東京,Japan,345-842-7089x344,anders.rhodes@sirius.com,2024-01-22,https://www.rhodes-sirius.net/,
133,7cabc8c268e383d,Linus,Johnson,"Dynamic, Inc.",Łódź,Poland,195-407-5545,linus.johnson@sirius.net,2020-12-11,https://www.johnson-piper.io/,
134,eae828f6f6f1417,Guido,Thompson,Gringotts Group,Bratislava,Slovakia,960-793-3796,guido.thompson@gringotts.biz,2019-08-28,https://www.thompson-stark.biz/,
135,b56e4cd477a4095,Annie,Lamarr,Aperture Works,Montréal,Canada,700-590-7912x676,annie.lamarr@northwind.biz,2019-02-13,https://www.lamarr-initech.org/,
136,df601f5c2801a6e,Brendan,Gosling,Globex Holdings,Paris,France,420-555-1267,brendan.gosling@globex.biz,2019-12-31,https://www.gosling-wayne.io/,
137,e4c2bfdd522ffd6,Ada,Hamilton,"Wayne, Inc.",Nairobi,Kenya,683-777-9181,ada.hamilton@pied.org,2022-10-21,https://www.hamilton-aperture.net/,
138,a01bc7b47d074b0,Mary,Thompson,"Sirius, Inc.",Nairobi,Kenya,651-887-5058x895,mary.thompson@aperture.biz,2019-07-25,https://www.thompson-dynamic.org/,
139,8acc966baae3de0,Hedy,Eich,Umbrella Partners,Åbo,Finland,598-776-3265,hedy.eich@soylent.biz,2023-09-09,https://www.eich-acme.net/,
140,157fce3de26d2c1,Ida,Lamarr,"Wonka, Piper and Sirius",Bratislava,Slovakia,482-662-1191,ida.lamarr@oceanic.io,2022-05-05,https://www.lamarr-stark.net/,
141,77f4e0f4e769afe,Bjarne,Rossum,"Cyberdyne, Pied and Acme",Tallinn,Estonia,349-505-5701x747,bjarne.rossum@massive.biz,2022-11-08,https://www.rossum-soylent.org/,
142,6b8758c3cc1f360,Anders,Wilson,Aperture Holdings,Zürich,Switzerland,209-844-3463,anders.wilson@pied.com,2020-07-09,https://www.wilson-northwind.io/,
143,7c3251531a9a7a2,Hedy,Allen,Massive Systems,東京,Japan,838-239-4305,hedy.allen@wayne.org,2022-02-07,https://www.allen-soylent.io/,
144,f7b1890b8838b35,Larry,Wall,Hooli Systems,Porto,Portugal,650-897-3703x765,larry.wall@hooli.io,2022-05-31,https://www.wall-umbrella.biz/,
145,d0d5757c8b0e583,Brendan,Rhodes,Acme Systems,Malmö,Sweden,355-435-2306,brendan.rhodes@tyrell.com,2024-04-16,https://www.rhodes-aperture.io/,
146,a3c8bf801cb15ad,Radia,Wilson,Wayne Systems,Porto,Portugal,344-742-4249,radia.wilson@oceanic.net,2019-10-26,https://www.wilson-aperture.biz/,
147,a4d949a06489253,Margaret,Tang,Umbrella Works,Åbo,Finland,296-464-9964x48,margaret.tang@oceanic.net,2021-09-22,https://www.tang-tyrell.net/,
148,31092c4ead2cec9,Mary,Keller,"Tyrell, Soylent and Acme",Łódź,Poland,224-300-3712,mary.keller@wayne.io,2021-05-08,https://www.keller-wonka.biz/,
149,a8ec91453921679,Ken,Torvalds,Dynamic Group,Åbo,Finland,688-603-6572,ken.torvalds@piper.net,2022-06-19,https://www.torvalds-pied.org/,
150,6d346267c080f72,Ken,Hamilton,Stark Partners,København,Denmark,410-711-7481x85,ken.hamilton@oceanic.biz,2021-07-08,https://www.hamilton-aperture.net/,
151,3d57de9841549eb,Audrey,Lamarr,Wonka Systems,Porto,Portugal,572-654-2211,audrey.lamarr@wonka.io,2022-03-29,https://www.lamarr-hooli.org/,
152,675fc594d9e5193,Hedy,Allen,"Soylent, Soylent and Initech",Sevilla,Spain,393-502-1354,hedy.allen@oceanic.net,2024-02-12,https://www.allen-pied.io/,
153,5e2d4cb0b314b34,Annie,Tang,Umbrella Works,Kraków,Poland,280-387-2263x232,annie.tang@cyberdyne.com,2019-05-01,https://www.tang-pied.net/,
154,378698fb86a462e,Frances,Lovelace,"Gringotts, Piper and Wayne",Åbo,Finland,780-353-6145,frances.lovelace@sirius.com,2019-07-29,https://www.lovelace-umbrella.biz/,
155,fa083f023fd6eab,Annie,Liskov,Umbrella Partners,København,Denmark,902-466-9771,annie.liskov@gringotts.io,2019-09-04,https://www.liskov-vandelay.com/,
156,9e221e862776282,Larry,Wall,Initech & Wayne,Sevilla,Spain,912-229-7087x993,larry.wall@piper.biz,2023-01-23,https://www.wall-sirius.biz/,
157,b9a64eee208bb9a,Ken,Liskov,Oceanic Holdings,Sevilla,Spain,412-722-8382,ken.liskov@acme.biz,2023-09-12,https://www.liskov-aperture.net/,
158,b960a8cc3a2bfd1,Sophie,Easley,Northwind Works,Wien,Austria,291-293-2250,sophie.easley@massive.biz,2021-10-18,https://www.easley-wonka.io/,
